react_id/treact_name/treact_rev/treact_single/treact_de/tlowbnd/tuppbnd/tobj_coef/tgprRules/tgpr/tseed/trxn/tname/tec/ttc/tqseqid/tpident/tevalue/tbitscore/tqcovs/tstitle/tsstart/tsend/tpathway/tblast.status/tpathway.status/tcomplex/texception/tcomplex.status/tgs.origin/tannotation/tMNX_ID/tseedID/tkeggID/tbiggID/tbiocycID
rxn00313_c0/tmeso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000014.1_36378:35176/trxn00313/tDIAMINOPIMDECARB-RXN/tdiaminopimelate decarboxylase/t4.1.1.20/tNA/tUniRef90_O05321/t63.433/t6.3e-152/t473/t97/tJADHEH010000014.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_90.1, whole genome shotgun sequence/t36378/t35176/t|DAPLYSINESYN-PWY|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.1.20;http://identifiers.org/seed.reaction:rxn00313;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00313;http://identifiers.org/kegg.reaction:R00451;http://identifiers.org/bigg.reaction:DAPDC;http://identifiers.org/biocyc:META:DIAMINOPIMDECARB-RXN;http://identifiers.org/metanetx.reaction:MNXR97141/tMNXR97141/trxn00313/tR00451/tDAPDC/tDIAMINOPIMDECARB-RXN
rxn00333_c0/tGlycolate:oxygen 2-oxidoreductase/tFALSE/tNA/tNA/t0/t1000/t0/t((x[1] | x[2] | x[3]) & (x[4]) & (x[5] | x[6]) & (x[7] | x[8]))/t((JADHEH010000060.1_3886:2630 | JADHEH010000097.1_9966:8497 | JADHEH010000115.1_23335:24804) & (JADHEH010000075.1_18749:19777) & (JADHEH010000097.1_7252:5972 | JADHEH010000115.1_26049:27329) & (JADHEH010000097.1_8435:7296 | JADHEH010000115.1_24866:26005))/trxn00333/tRXN-969/tglycolate oxidase/t1.1.3.15/1.1.3.1/tNA/tUniRef50_A0A0Q9IWT0/t59.787/t0/t574/t99/tJADHEH010000060.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_72, whole genome shotgun sequence/t4042/t2633/t|PWY-181|/tgood_blast/tNA/tSubunit undefined/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.1.3.15;http://identifiers.org/ec-code:1.1.3.1;http://identifiers.org/seed.reaction:rxn00333;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00333;http://identifiers.org/kegg.reaction:R00475;http://identifiers.org/bigg.reaction:GLYCTO1;http://identifiers.org/bigg.reaction:GLYCTO1p;http://identifiers.org/biocyc:META:RXN-969;http://identifiers.org/metanetx.reaction:MNXR100338/tMNXR100338/trxn00333/tR00475/tGLYCTO1;GLYCTO1p/tRXN-969
rxn00336_c0/tisocitrate glyoxylate-lyase (succinate-forming)/tTRUE/tNA/tNA/t-1000/t1000/t0/t((x[1]))/t((JADHEH010000014.1_91708:93006))/trxn00336/tISOCIT-CLEAV-RXN/tisocitrate lyase/t4.1.3.1/tNA/tsp|P0A9G6|ACEA_ECOLI/t72.979/t0/t677/t99/tJADHEH010000014.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_90.1, whole genome shotgun sequence/t91708/t93006/t|GLYOXYLATE-BYPASS|/tgood_blast/tNA/tSubunit undefined/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.1.3.1;http://identifiers.org/seed.reaction:rxn00336;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00336;http://identifiers.org/kegg.reaction:R00479;http://identifiers.org/bigg.reaction:ICL;http://identifiers.org/bigg.reaction:ICL_1;http://identifiers.org/metanetx.reaction:MNXR100789/tMNXR100789/trxn00336/tR00479/tICL;ICL_1/tNA
rxn00337_c0/tATP:L-aspartate 4-phosphotransferase/tTRUE/tNA/tNA/t-1000/t1000/t0/tx[1] | x[2]/tJADHEH010000114.1_79888:81102 | JADHEH010000114.1_28505:29719/trxn00337/tASPARTATEKIN-RXN/taspartokinase/t2.7.2.4/tNA/tUniRef90_A4VJB4/t68.642/t6.36e-170/t525/t98/tJADHEH010000114.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_52, whole genome shotgun sequence/t79888/t81102/t|DAPLYSINESYN-PWY|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.2.4;http://identifiers.org/seed.reaction:rxn00337;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00337;http://identifiers.org/kegg.reaction:R00480;http://identifiers.org/bigg.reaction:ASPK;http://identifiers.org/bigg.reaction:ASPK_1;http://identifiers.org/biocyc:META:ASPARTATEKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR96085/tMNXR96085/trxn00337/tR00480/tASPK;ASPK_1/tASPARTATEKIN-RXN
rxn00338_c0/tL-aspartate:oxygen oxidoreductase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000097.1_135439:137031/trxn00338/tL-ASPARTATE-OXID-RXN/tL-ASPARTATE-OXID-RXN/t1.4.3.16/tNA/tUniRef90_P10902/t30.443/t4.2e-56/t201/t91/tJADHEH010000097.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_45, whole genome shotgun sequence/t135541/t137031/t|PWY-5316|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.3.16;http://identifiers.org/seed.reaction:rxn00338;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00338;http://identifiers.org/kegg.reaction:R00481;http://identifiers.org/bigg.reaction:ASPO6;http://identifiers.org/bigg.reaction:ASPO6_1;http://identifiers.org/biocyc:META:L-ASPARTATE-OXID-RXN;http://identifiers.org/metanetx.reaction:MNXR96094/tMNXR96094/trxn00338/tR00481/tASPO6;ASPO6_1/tL-ASPARTATE-OXID-RXN
rxn00347_c0/tL-Aspartate ammonia-lyase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000014.1_83436:84845/trxn00347/tASPARTASE-RXN/taspartate ammonia-lyase/t4.3.1.1/tNA/tUniRef90_P07346/t41.139/t1.71e-96/t316/t97/tJADHEH010000014.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_90.1, whole genome shotgun sequence/t83436/t84845/t|GLUTDEG-PWY|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:4.3.1.1;http://identifiers.org/seed.reaction:rxn00347;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00347;http://identifiers.org/kegg.reaction:R00490;http://identifiers.org/bigg.reaction:ASPT;http://identifiers.org/biocyc:META:ASPARTASE-RXN;http://identifiers.org/metanetx.reaction:MNXR96099/tMNXR96099/trxn00347/tR00490/tASPT/tASPARTASE-RXN
rxn00350_c0/tglutathione gamma-glutamylaminopeptidase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1] | x[2]/tJADHEH010000016.1_68630:70216 | JADHEH010000031.1_80534:82078/trxn00350/tRXN-6641/tglutathioneS-conjugate gamma-glutamate hydrolase/t3.4.19.13/tNA/tUniRef90_O05218/t34.542/t3.33e-70/t242/t98/tJADHEH010000031.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_85, whole genome shotgun sequence/t80534/t82078/t|PWY-4061|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.4.19.13;http://identifiers.org/seed.reaction:rxn00350;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00350;http://identifiers.org/kegg.reaction:R00494;http://identifiers.org/bigg.reaction:GGTAe2;http://identifiers.org/bigg.reaction:GTHRDH_syn;http://identifiers.org/bigg.reaction:GTHRDHpp;http://identifiers.org/biocyc:META:RXN-12618;http://identifiers.org/biocyc:META:RXN-15856;http://identifiers.org/metanetx.reaction:MNXR100136/tMNXR100136/trxn00350/tR00494/tGGTAe2;GTHRDH_syn;GTHRDHpp/tRXN-12618;RXN-15856
rxn00351_c0/tgamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000002.1_88667:87732/trxn00351/tGLUTATHIONE-SYN-RXN/tglutathione synthetase/t6.3.2.3/tNA/tUniRef90_P04425/t58.333/t2.93e-116/t366/t99/tJADHEH010000002.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_64, whole genome shotgun sequence/t88667/t87732/t|GLUTATHIONESYN-PWY|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:6.3.2.3;http://identifiers.org/seed.reaction:rxn00351;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00351;http://identifiers.org/kegg.reaction:R00497;http://identifiers.org/bigg.reaction:GTHS;http://identifiers.org/bigg.reaction:GTHS_1;http://identifiers.org/biocyc:META:GLUTATHIONE-SYN-RXN;http://identifiers.org/metanetx.reaction:MNXR100450/tMNXR100450/trxn00351/tR00497/tGTHS;GTHS_1/tGLUTATHIONE-SYN-RXN
rxn00359_c0/t3'-phosphoadenylyl-sulfate sulfohydrolase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1] | x[2]/tJADHEH010000051.1_56418:57215 | JADHEH010000108.1_75504:75058/trxn00359/tRXN-14139/tUTP diphosphatase/t3.6.1.9/3.6.1.19/tNA/tUniRef50_A0A0H2MX78/t45.455/t2.89e-70/t232/t97/tJADHEH010000051.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_30.1, whole genome shotgun sequence/t56418/t57215/t|PWY-7821|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.6.1.9;http://identifiers.org/ec-code:3.6.1.19;http://identifiers.org/seed.reaction:rxn00359;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00359;http://identifiers.org/kegg.reaction:R00507;http://identifiers.org/bigg.reaction:PAPSSH;http://identifiers.org/biocyc:META:PHOSPHOADENYLYLSULFATASE-RXN;http://identifiers.org/metanetx.reaction:MNXR102378/tMNXR102378/trxn00359/tR00507/tPAPSSH/tPHOSPHOADENYLYLSULFATASE-RXN
rxn00361_c0/tATP:adenylylsulfate 3'-phosphotransferase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000016.1_91011:92705/trxn00361/tADENYLYLSULFKIN-RXN/tADENYLYLSULFKIN-RXN/t2.7.1.25/tNA/tUniRef90_O67174/t41.021/t4.71e-127/t407/t99/tJADHEH010000016.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_74, whole genome shotgun sequence/t91011/t92705/t|PWY1ZNC-1|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.25;http://identifiers.org/seed.reaction:rxn00361;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00361;http://identifiers.org/kegg.reaction:R00509;http://identifiers.org/bigg.reaction:AASPh;http://identifiers.org/bigg.reaction:AASPm;http://identifiers.org/bigg.reaction:ADSK;http://identifiers.org/bigg.reaction:ADSKn;http://identifiers.org/biocyc:META:ADENYLYLSULFKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR95159/tMNXR95159/trxn00361/tR00509/tAASPh;AASPm;ADSK;ADSKn/tADENYLYLSULFKIN-RXN
rxn00363_c0/tCytidine-5'-monophosphate phosphohydrolase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000116.1_31170:30412/trxn00363/tRXN-5841/tNMN 5'-nucleotidase/t3.1.3.5/tNA/tUniRef90_A0KU87/t54.8/t2.23e-88/t283/t98/tJADHEH010000116.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_49, whole genome shotgun sequence/t31170/t30421/t|NAD-BIOSYNTHESIS-II|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.1.3.5;http://identifiers.org/seed.reaction:rxn00363;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00363;http://identifiers.org/kegg.reaction:R00511;http://identifiers.org/bigg.reaction:NTD4;http://identifiers.org/bigg.reaction:NTD4e;http://identifiers.org/bigg.reaction:NTD4l;http://identifiers.org/bigg.reaction:NTD4pp;http://identifiers.org/biocyc:META:RXN-14026;http://identifiers.org/metanetx.reaction:MNXR102034/tMNXR102034/trxn00363/tR00511/tNTD4;NTD4e;NTD4l;NTD4pp/tRXN-14026
rxn00364_c0/tATP:CMP phosphotransferase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1] | x[2]/tJADHEH010000045.1_34475:33810 | JADHEH010000091.1_21519:20800/trxn00364/tRXN-12002/tUMP kinase/t2.7.4.22/2.7.4.14/2.7.4.5/tNA/tUniRef90_A1WX19/t60.833/t2.33e-93/t297/t97/tJADHEH010000091.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_58, whole genome shotgun sequence/t21519/t20800/t|PWY-7176|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.22;http://identifiers.org/ec-code:2.7.4.14;http://identifiers.org/ec-code:2.7.4.5;http://identifiers.org/seed.reaction:rxn00364;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00364;http://identifiers.org/kegg.reaction:R00512;http://identifiers.org/bigg.reaction:CYTK1;http://identifiers.org/bigg.reaction:CYTK1m;http://identifiers.org/bigg.reaction:CYTK1n;http://identifiers.org/biocyc:META:RXN-11832;http://identifiers.org/metanetx.reaction:MNXR97047/tMNXR97047/trxn00364/tR00512/tCYTK1;CYTK1m;CYTK1n/tRXN-11832
rxn00377_c0/tS-Formylglutathione hydrolase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000020.1_10400:9570/trxn00377/tS-FORMYLGLUTATHIONE-HYDROLASE-RXN/tS-formylglutathione hydrolase/t3.1.2.12/tNA/tUniRef90_A1AXZ2/t50.362/t6.15e-87/t280/t98/tJADHEH010000020.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_23, whole genome shotgun sequence/t10397/t9570/t|PWY-1801|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.1.2.12;http://identifiers.org/seed.reaction:rxn00377;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00377;http://identifiers.org/kegg.reaction:R00527;http://identifiers.org/bigg.reaction:SFGTHi;http://identifiers.org/biocyc:META:S-FORMYLGLUTATHIONE-HYDROLASE-RXN;http://identifiers.org/metanetx.reaction:MNXR104357/tMNXR104357/trxn00377/tR00527/tSFGTHi/tS-FORMYLGLUTATHIONE-HYDROLASE-RXN
rxn00379_c0/tATP:sulfate adenylyltransferase/tTRUE/tNA/tNA/t-1000/t1000/t0/t((x[1] | x[2] | x[3]))/t((JADHEH010000016.1_117479:116052 | JADHEH010000066.1_14180:15391 | JADHEH010000069.1_1457:2407))/trxn00379/tSULFATE-ADENYLYLTRANS-RXN/tsulfate adenylyltransferase/t2.7.7.4/tNA/tUniRef90_A1AVC7/t62.376/t0/t556/t99/tJADHEH010000066.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_13.1, whole genome shotgun sequence/t14180/t15391/t|DISSULFRED-PWY|/tgood_blast/tfull/tSubunit undefined/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.7.4;http://identifiers.org/seed.reaction:rxn00379;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00379;http://identifiers.org/kegg.reaction:R00529;http://identifiers.org/bigg.reaction:SADT;http://identifiers.org/bigg.reaction:SADTn;http://identifiers.org/biocyc:META:SULFATE-ADENYLYLTRANS-RXN;http://identifiers.org/metanetx.reaction:MNXR104240/tMNXR104240/trxn00379/tR00529/tSADT;SADTn/tSULFATE-ADENYLYLTRANS-RXN
rxn00391_c0/triboflavin-5-phosphate phosphohydrolase (acid optimum)/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000116.1_31170:30412/trxn00391/tACID-PHOSPHATASE-RXN/tpurple acid phosphatase/t3.1.3.2/tNA/ttr|A0A383SG12|A0A383SG12_XANCJ/t55.469/t1.44e-88/t284/t97/tJADHEH010000116.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_49, whole genome shotgun sequence/t31170/t30412/t|PWY-6348|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.1.3.2;http://identifiers.org/seed.reaction:rxn00391;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00391;http://identifiers.org/kegg.reaction:R00548;http://identifiers.org/bigg.reaction:ACP1_FMN;http://identifiers.org/bigg.reaction:ACP1e;http://identifiers.org/biocyc:META:RXN0-5187;http://identifiers.org/metanetx.reaction:MNXR95393/tMNXR95393/trxn00391/tR00548/tACP1_FMN;ACP1e/tRXN0-5187
rxn00392_c0/tATP:riboflavin 5'-phosphotransferase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000051.1_47843:48754/trxn00392/tRIBOFLAVINKIN-RXN/triboflavin kinase/t2.7.1.26/tNA/tUniRef90_P0AG42/t45.902/t3.94e-79/t259/t97/tJADHEH010000051.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_30.1, whole genome shotgun sequence/t47843/t48754/t|PWY-5523|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.26;http://identifiers.org/seed.reaction:rxn00392;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00392;http://identifiers.org/kegg.reaction:R00549;http://identifiers.org/bigg.reaction:RBFK;http://identifiers.org/bigg.reaction:RBFKm;http://identifiers.org/biocyc:META:RIBOFLAVINKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR103429/tMNXR103429/trxn00392/tR00549/tRBFK;RBFKm/tRIBOFLAVINKIN-RXN
rxn00407_c0/tCTP aminohydrolase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000045.1_51873:52436/trxn00407/tDCTP-DEAM-RXN/tdCTP deaminase/t3.5.4.13/tNA/tUniRef90_A1TL98/t78.191/t6.09e-100/t313/t100/tJADHEH010000045.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_98, whole genome shotgun sequence/t51873/t52436/t|PWY-7187|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.5.4.13;http://identifiers.org/seed.reaction:rxn00407;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00407;http://identifiers.org/kegg.reaction:R00568;http://identifiers.org/bigg.reaction:DCTPD2;http://identifiers.org/biocyc:META:RXN-14118;http://identifiers.org/metanetx.reaction:MNXR97202/tMNXR97202/trxn00407/tR00568/tDCTPD2/tRXN-14118
rxn00408_c0/tCTP phosphohydrolase/tFALSE/tNA/tNA/t0/t1000/t0/t/t/trxn00408/tRXN-12195/tCTP triphosphatase/t3.6.1.15/tNA/tUniRef90_Q9WXP3/t29.771/t2.1/t26.2/t75/tJADHEH010000014.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_90.1, whole genome shotgun sequence/t144766/t144458/t|PWY-7184|/tbad_blast/tkeyenzyme/tNA/t0/tNA/t9/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.6.1.15;http://identifiers.org/seed.reaction:rxn00408;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00408;http://identifiers.org/kegg.reaction:R00569;http://identifiers.org/bigg.reaction:NTP5;http://identifiers.org/bigg.reaction:r0149;http://identifiers.org/biocyc:META:RXN-12195;http://identifiers.org/metanetx.reaction:MNXR102045/tMNXR102045/trxn00408/tR00569/tNTP5;r0149/tRXN-12195
rxn00409_c0/tATP:CDP phosphotransferase/tTRUE/tNA/tNA/t-1000/t1000/t0/tx[1]/tJADHEH010000059.1_41951:41526/trxn00409/tGDPKIN-RXN/tGDP kinase/t2.7.4.6/tNA/tUniRef90_A1WXZ4/t72.535/t2.89e-65/t211/t100/tJADHEH010000059.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_79, whole genome shotgun sequence/t41951/t41526/t|PPGPPMET-PWY|/tgood_blast/tthreshold/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.6;http://identifiers.org/seed.reaction:rxn00409;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00409;http://identifiers.org/kegg.reaction:R00570;http://identifiers.org/bigg.reaction:NDPK3;http://identifiers.org/bigg.reaction:NDPK3m;http://identifiers.org/bigg.reaction:NDPK3n;http://identifiers.org/biocyc:META:CDPKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR101936/tMNXR101936/trxn00409/tR00570/tNDPK3;NDPK3m;NDPK3n/tCDPKIN-RXN
rxn00410_c0/tUTP:ammonia ligase (ADP-forming)/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000016.1_8143:6548/trxn00410/tCTPSYN-RXN/tCTP synthetase/t6.3.4.2/tNA/tUniRef90_A1WWZ4/t66.165/t0/t726/t97/tJADHEH010000016.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_74, whole genome shotgun sequence/t8143/t6548/t|PWY-7176|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:6.3.4.2;http://identifiers.org/seed.reaction:rxn00410;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00410;http://identifiers.org/kegg.reaction:R00571;http://identifiers.org/bigg.reaction:CTPS1;http://identifiers.org/biocyc:META:RXN-14325;http://identifiers.org/metanetx.reaction:MNXR96944/tMNXR96944/trxn00410/tR00571/tCTPS1/tRXN-14325
rxn00411_c0/tCTP:pyruvate 2-O-phosphotransferase/tTRUE/tNA/tNA/t-1000/t0/t0/tx[1]/tJADHEH010000016.1_140338:141747/trxn00411/tPEPDEPHOS-RXN/tpyruvate kinase/t2.7.1.40/tNA/tUniRef90_O05118/t52.553/t7.6e-144/t453/t98/tJADHEH010000016.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_74, whole genome shotgun sequence/t140338/t141747/t|ANAGLYCOLYSIS-PWY|/tgood_blast/tthreshold/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.40;http://identifiers.org/seed.reaction:rxn00411;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00411;http://identifiers.org/kegg.reaction:R00572;http://identifiers.org/bigg.reaction:PYK4;http://identifiers.org/metanetx.reaction:MNXR103373/tMNXR103373/trxn00411/tR00572/tPYK4/tNA
rxn00412_c0/tUTP:L-glutamine amido-ligase (ADP-forming)/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000016.1_8143:6548/trxn00412/tCTPSYN-RXN/tCTP synthetase/t6.3.4.2/tNA/tUniRef90_A1WWZ4/t66.165/t0/t726/t97/tJADHEH010000016.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_74, whole genome shotgun sequence/t8143/t6548/t|PWY-7176|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:6.3.4.2;http://identifiers.org/seed.reaction:rxn00412;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00412;http://identifiers.org/kegg.reaction:R00573;http://identifiers.org/bigg.reaction:CTPS2;http://identifiers.org/biocyc:META:CTPSYN-RXN;http://identifiers.org/metanetx.reaction:MNXR96945/tMNXR96945/trxn00412/tR00573/tCTPS2/tCTPSYN-RXN
rxn00414_c0/thydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)/tFALSE/tNA/tNA/t0/t1000/t0/t((x[1] | x[2]) & (x[3]))/t((JADHEH010000051.1_3420:5003 | JADHEH010000090.1_7459:8979) & (JADHEH010000090.1_6314:7468))/trxn00414/tCARBPSYN-RXN/tcarbamoyl-phosphate synthetase/t6.3.5.5/2.7.2.9/tNA/tUniRef90_O67869/t59.252/t0/t591/t90/tJADHEH010000090.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_17, whole genome shotgun sequence/t7459/t8979/t|ARGSYNBSUB-PWY|/tgood_blast/tthreshold/tSubunit 1/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:6.3.5.5;http://identifiers.org/ec-code:2.7.2.9;http://identifiers.org/seed.reaction:rxn00414;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00414;http://identifiers.org/kegg.reaction:R00575;http://identifiers.org/bigg.reaction:CBPS;http://identifiers.org/bigg.reaction:CBPSn;http://identifiers.org/bigg.reaction:HCGALm;http://identifiers.org/biocyc:META:CARBPSYN-RXN;http://identifiers.org/metanetx.reaction:MNXR96485/tMNXR96485/trxn00414/tR00575/tCBPS;CBPSn;HCGALm/tCARBPSYN-RXN
rxn00422_c0/tL-Serine:pyruvate aminotransferase/tTRUE/tNA/tNA/t-1000/t1000/t0/tx[1] | x[2] | x[3]/tJADHEH010000043.1_30165:29017 | JADHEH010000097.1_2752:1589 | JADHEH010000115.1_30549:31712/trxn00422/tSERINE--PYRUVATE-AMINOTRANSFERASE-RXN/tSERINE--PYRUVATE-AMINOTRANSFERASE-RXN/t2.6.1.51/tNA/tUniRef90_Q9X1C0/t34.115/t1.48e-67/t229/t97/tJADHEH010000043.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_35, whole genome shotgun sequence/t30165/t29017/t|PWY-8011|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.6.1.51;http://identifiers.org/seed.reaction:rxn00422;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00422;http://identifiers.org/kegg.reaction:R00585;http://identifiers.org/bigg.reaction:SPTc;http://identifiers.org/bigg.reaction:SPTix;http://identifiers.org/biocyc:META:SERINE--PYRUVATE-AMINOTRANSFERASE-RXN;http://identifiers.org/metanetx.reaction:MNXR104504/tMNXR104504/trxn00422/tR00585/tSPTc;SPTix/tSERINE--PYRUVATE-AMINOTRANSFERASE-RXN
